surveyID	surveyTargetValue	surveyTargetType	includeOrExclude	surveyTargetID
158-1	Leptonychotes weddellii	taxon	include	195932
158-1	Lobodon carcinophaga	taxon	include	344008
158-1	Mirounga leonina	taxon	include	231413
158-2	Hydrurga leptonyx	taxon	include	231417
158-2	Leptonychotes weddellii	taxon	include	195932
158-2	Lobodon carcinophaga	taxon	include	344008
158-2	Mirounga leonina	taxon	include	231413
159-1	Hydrurga leptonyx	taxon	include	231417
159-1	Leptonychotes weddellii	taxon	include	195932
159-1	Lobodon carcinophaga	taxon	include	344008
159-1	Mirounga leonina	taxon	include	231413
159-2	Hydrurga leptonyx	taxon	include	231417
159-2	Leptonychotes weddellii	taxon	include	195932
159-2	Lobodon carcinophaga	taxon	include	344008
159-2	Mirounga leonina	taxon	include	231413
16-1	Hydrurga leptonyx	taxon	include	231417
16-1	Leptonychotes weddellii	taxon	include	195932
16-1	Lobodon carcinophaga	taxon	include	344008
16-1	Mirounga leonina	taxon	include	231413
16-2	Hydrurga leptonyx	taxon	include	231417
16-2	Leptonychotes weddellii	taxon	include	195932
16-2	Lobodon carcinophaga	taxon	include	344008
16-2	Mirounga leonina	taxon	include	231413
160-1	Hydrurga leptonyx	taxon	include	231417
160-1	Leptonychotes weddellii	taxon	include	195932
160-1	Lobodon carcinophaga	taxon	include	344008
160-1	Mirounga leonina	taxon	include	231413
160-2	Hydrurga leptonyx	taxon	include	231417
160-2	Leptonychotes weddellii	taxon	include	195932
160-2	Lobodon carcinophaga	taxon	include	344008
160-2	Mirounga leonina	taxon	include	231413
161-1	Hydrurga leptonyx	taxon	include	231417
161-1	Leptonychotes weddellii	taxon	include	195932
161-1	Lobodon carcinophaga	taxon	include	344008
161-1	Mirounga leonina	taxon	include	231413
161-2	Hydrurga leptonyx	taxon	include	231417
161-2	Leptonychotes weddellii	taxon	include	195932
161-2	Lobodon carcinophaga	taxon	include	344008
161-2	Mirounga leonina	taxon	include	231413
162-1	Hydrurga leptonyx	taxon	include	231417
162-1	Leptonychotes weddellii	taxon	include	195932
162-1	Lobodon carcinophaga	taxon	include	344008
162-1	Mirounga leonina	taxon	include	231413
162-2	Hydrurga leptonyx	taxon	include	231417
162-2	Leptonychotes weddellii	taxon	include	195932
162-2	Lobodon carcinophaga	taxon	include	344008
162-2	Mirounga leonina	taxon	include	231413
163-1	Hydrurga leptonyx	taxon	include	231417
163-1	Leptonychotes weddellii	taxon	include	195932
163-1	Lobodon carcinophaga	taxon	include	344008
163-1	Mirounga leonina	taxon	include	231413
163-2	Hydrurga leptonyx	taxon	include	231417
163-2	Leptonychotes weddellii	taxon	include	195932
163-2	Lobodon carcinophaga	taxon	include	344008
163-2	Mirounga leonina	taxon	include	231413
164-1	Hydrurga leptonyx	taxon	include	231417
164-1	Leptonychotes weddellii	taxon	include	195932
164-1	Lobodon carcinophaga	taxon	include	344008
164-1	Mirounga leonina	taxon	include	231413
164-2	Hydrurga leptonyx	taxon	include	231417
164-2	Leptonychotes weddellii	taxon	include	195932
164-2	Lobodon carcinophaga	taxon	include	344008
164-2	Mirounga leonina	taxon	include	231413
165-1	Hydrurga leptonyx	taxon	include	231417
165-1	Leptonychotes weddellii	taxon	include	195932
165-1	Lobodon carcinophaga	taxon	include	344008
165-1	Mirounga leonina	taxon	include	231413
165-2	Hydrurga leptonyx	taxon	include	231417
165-2	Leptonychotes weddellii	taxon	include	195932
165-2	Lobodon carcinophaga	taxon	include	344008
165-2	Mirounga leonina	taxon	include	231413
166-1	Hydrurga leptonyx	taxon	include	231417
166-1	Leptonychotes weddellii	taxon	include	195932
166-1	Lobodon carcinophaga	taxon	include	344008
166-1	Mirounga leonina	taxon	include	231413
166-2	Hydrurga leptonyx	taxon	include	231417
166-2	Leptonychotes weddellii	taxon	include	195932
166-2	Lobodon carcinophaga	taxon	include	344008
166-2	Mirounga leonina	taxon	include	231413
167-1	Hydrurga leptonyx	taxon	include	231417
167-1	Leptonychotes weddellii	taxon	include	195932
167-1	Lobodon carcinophaga	taxon	include	344008
167-1	Mirounga leonina	taxon	include	231413
167-2	Hydrurga leptonyx	taxon	include	231417
167-2	Leptonychotes weddellii	taxon	include	195932
167-2	Lobodon carcinophaga	taxon	include	344008
167-2	Mirounga leonina	taxon	include	231413
168-1	Hydrurga leptonyx	taxon	include	231417
168-1	Leptonychotes weddellii	taxon	include	195932
168-1	Lobodon carcinophaga	taxon	include	344008
168-1	Mirounga leonina	taxon	include	231413
168-2	Hydrurga leptonyx	taxon	include	231417
168-2	Leptonychotes weddellii	taxon	include	195932
168-2	Lobodon carcinophaga	taxon	include	344008
168-2	Mirounga leonina	taxon	include	231413
169-1	Hydrurga leptonyx	taxon	include	231417
169-1	Leptonychotes weddellii	taxon	include	195932
169-1	Lobodon carcinophaga	taxon	include	344008
169-1	Mirounga leonina	taxon	include	231413
169-2	Hydrurga leptonyx	taxon	include	231417
169-2	Leptonychotes weddellii	taxon	include	195932
169-2	Lobodon carcinophaga	taxon	include	344008
169-2	Mirounga leonina	taxon	include	231413
17-1	Hydrurga leptonyx	taxon	include	231417
17-1	Leptonychotes weddellii	taxon	include	195932
17-1	Lobodon carcinophaga	taxon	include	344008
17-1	Mirounga leonina	taxon	include	231413
17-2	Hydrurga leptonyx	taxon	include	231417
17-2	Leptonychotes weddellii	taxon	include	195932
17-2	Lobodon carcinophaga	taxon	include	344008
17-2	Mirounga leonina	taxon	include	231413
170-1	Hydrurga leptonyx	taxon	include	231417
170-1	Leptonychotes weddellii	taxon	include	195932
170-1	Lobodon carcinophaga	taxon	include	344008
170-1	Mirounga leonina	taxon	include	231413
171-1	Hydrurga leptonyx	taxon	include	231417
171-1	Leptonychotes weddellii	taxon	include	195932
171-1	Lobodon carcinophaga	taxon	include	344008
171-1	Mirounga leonina	taxon	include	231413
172-1	Hydrurga leptonyx	taxon	include	231417
172-1	Leptonychotes weddellii	taxon	include	195932
172-1	Lobodon carcinophaga	taxon	include	344008
172-1	Mirounga leonina	taxon	include	231413
172-2	Hydrurga leptonyx	taxon	include	231417
172-2	Leptonychotes weddellii	taxon	include	195932
172-2	Lobodon carcinophaga	taxon	include	344008
172-2	Mirounga leonina	taxon	include	231413
173-1	Hydrurga leptonyx	taxon	include	231417
173-1	Leptonychotes weddellii	taxon	include	195932
173-1	Lobodon carcinophaga	taxon	include	344008
173-1	Mirounga leonina	taxon	include	231413
173-2	Hydrurga leptonyx	taxon	include	231417
173-2	Leptonychotes weddellii	taxon	include	195932
173-2	Lobodon carcinophaga	taxon	include	344008
173-2	Mirounga leonina	taxon	include	231413
174-1	Hydrurga leptonyx	taxon	include	231417
174-1	Leptonychotes weddellii	taxon	include	195932
174-1	Lobodon carcinophaga	taxon	include	344008
174-1	Mirounga leonina	taxon	include	231413
175-1	Hydrurga leptonyx	taxon	include	231417
175-1	Leptonychotes weddellii	taxon	include	195932
175-1	Lobodon carcinophaga	taxon	include	344008
175-1	Mirounga leonina	taxon	include	231413
175-2	Hydrurga leptonyx	taxon	include	231417
175-2	Leptonychotes weddellii	taxon	include	195932
175-2	Lobodon carcinophaga	taxon	include	344008
175-2	Mirounga leonina	taxon	include	231413
176-1	Hydrurga leptonyx	taxon	include	231417
176-1	Leptonychotes weddellii	taxon	include	195932
176-1	Lobodon carcinophaga	taxon	include	344008
176-1	Mirounga leonina	taxon	include	231413
176-2	Hydrurga leptonyx	taxon	include	231417
176-2	Leptonychotes weddellii	taxon	include	195932
176-2	Lobodon carcinophaga	taxon	include	344008
176-2	Mirounga leonina	taxon	include	231413
177-1	Hydrurga leptonyx	taxon	include	231417
177-1	Leptonychotes weddellii	taxon	include	195932
177-1	Lobodon carcinophaga	taxon	include	344008
177-1	Mirounga leonina	taxon	include	231413
177-2	Hydrurga leptonyx	taxon	include	231417
177-2	Leptonychotes weddellii	taxon	include	195932
177-2	Lobodon carcinophaga	taxon	include	344008
177-2	Mirounga leonina	taxon	include	231413
178-1	Hydrurga leptonyx	taxon	include	231417
178-1	Leptonychotes weddellii	taxon	include	195932
178-1	Lobodon carcinophaga	taxon	include	344008
178-1	Mirounga leonina	taxon	include	231413
178-2	Hydrurga leptonyx	taxon	include	231417
178-2	Leptonychotes weddellii	taxon	include	195932
178-2	Lobodon carcinophaga	taxon	include	344008
178-2	Mirounga leonina	taxon	include	231413
179-1	Hydrurga leptonyx	taxon	include	231417
179-1	Leptonychotes weddellii	taxon	include	195932
179-1	Lobodon carcinophaga	taxon	include	344008
179-1	Mirounga leonina	taxon	include	231413
179-2	Hydrurga leptonyx	taxon	include	231417
179-2	Leptonychotes weddellii	taxon	include	195932
179-2	Lobodon carcinophaga	taxon	include	344008
179-2	Mirounga leonina	taxon	include	231413
18-1	Hydrurga leptonyx	taxon	include	231417
18-1	Leptonychotes weddellii	taxon	include	195932
18-1	Lobodon carcinophaga	taxon	include	344008
18-1	Mirounga leonina	taxon	include	231413
18-2	Hydrurga leptonyx	taxon	include	231417
18-2	Leptonychotes weddellii	taxon	include	195932
18-2	Lobodon carcinophaga	taxon	include	344008
18-2	Mirounga leonina	taxon	include	231413
180-1	Hydrurga leptonyx	taxon	include	231417
180-1	Leptonychotes weddellii	taxon	include	195932
180-1	Lobodon carcinophaga	taxon	include	344008
180-1	Mirounga leonina	taxon	include	231413
180-2	Hydrurga leptonyx	taxon	include	231417
180-2	Leptonychotes weddellii	taxon	include	195932
180-2	Lobodon carcinophaga	taxon	include	344008
180-2	Mirounga leonina	taxon	include	231413
181-1	Hydrurga leptonyx	taxon	include	231417
181-1	Leptonychotes weddellii	taxon	include	195932
181-1	Lobodon carcinophaga	taxon	include	344008
181-1	Mirounga leonina	taxon	include	231413
181-2	Hydrurga leptonyx	taxon	include	231417
181-2	Leptonychotes weddellii	taxon	include	195932
181-2	Lobodon carcinophaga	taxon	include	344008
181-2	Mirounga leonina	taxon	include	231413
182-1	Hydrurga leptonyx	taxon	include	231417
182-1	Leptonychotes weddellii	taxon	include	195932
182-1	Lobodon carcinophaga	taxon	include	344008
182-1	Mirounga leonina	taxon	include	231413
182-2	Hydrurga leptonyx	taxon	include	231417
182-2	Leptonychotes weddellii	taxon	include	195932
182-2	Lobodon carcinophaga	taxon	include	344008
182-2	Mirounga leonina	taxon	include	231413
183-1	Hydrurga leptonyx	taxon	include	231417
183-1	Leptonychotes weddellii	taxon	include	195932
183-1	Lobodon carcinophaga	taxon	include	344008
183-1	Mirounga leonina	taxon	include	231413
183-2	Hydrurga leptonyx	taxon	include	231417
183-2	Leptonychotes weddellii	taxon	include	195932
183-2	Lobodon carcinophaga	taxon	include	344008
183-2	Mirounga leonina	taxon	include	231413
184-1	Hydrurga leptonyx	taxon	include	231417
184-1	Leptonychotes weddellii	taxon	include	195932
184-1	Lobodon carcinophaga	taxon	include	344008
184-1	Mirounga leonina	taxon	include	231413
184-2	Hydrurga leptonyx	taxon	include	231417
184-2	Leptonychotes weddellii	taxon	include	195932
184-2	Lobodon carcinophaga	taxon	include	344008
184-2	Mirounga leonina	taxon	include	231413
185-1	Hydrurga leptonyx	taxon	include	231417
185-1	Leptonychotes weddellii	taxon	include	195932
185-1	Lobodon carcinophaga	taxon	include	344008
185-1	Mirounga leonina	taxon	include	231413
186-1	Hydrurga leptonyx	taxon	include	231417
186-1	Leptonychotes weddellii	taxon	include	195932
186-1	Lobodon carcinophaga	taxon	include	344008
186-1	Mirounga leonina	taxon	include	231413
187-1	Hydrurga leptonyx	taxon	include	231417
187-1	Leptonychotes weddellii	taxon	include	195932
187-1	Lobodon carcinophaga	taxon	include	344008
187-1	Mirounga leonina	taxon	include	231413
188-1	Hydrurga leptonyx	taxon	include	231417
188-1	Leptonychotes weddellii	taxon	include	195932
188-1	Lobodon carcinophaga	taxon	include	344008
188-1	Mirounga leonina	taxon	include	231413
189-1	Hydrurga leptonyx	taxon	include	231417
189-1	Leptonychotes weddellii	taxon	include	195932
189-1	Lobodon carcinophaga	taxon	include	344008
189-1	Mirounga leonina	taxon	include	231413
19-1	Hydrurga leptonyx	taxon	include	231417
19-1	Leptonychotes weddellii	taxon	include	195932
19-1	Lobodon carcinophaga	taxon	include	344008
19-1	Mirounga leonina	taxon	include	231413
19-2	Hydrurga leptonyx	taxon	include	231417
19-2	Leptonychotes weddellii	taxon	include	195932
19-2	Lobodon carcinophaga	taxon	include	344008
19-2	Mirounga leonina	taxon	include	231413
190-1	Hydrurga leptonyx	taxon	include	231417
190-1	Leptonychotes weddellii	taxon	include	195932
190-1	Lobodon carcinophaga	taxon	include	344008
190-1	Mirounga leonina	taxon	include	231413
191-1	Hydrurga leptonyx	taxon	include	231417
191-1	Leptonychotes weddellii	taxon	include	195932
191-1	Lobodon carcinophaga	taxon	include	344008
191-1	Mirounga leonina	taxon	include	231413
192-1	Hydrurga leptonyx	taxon	include	231417
192-1	Leptonychotes weddellii	taxon	include	195932
192-1	Lobodon carcinophaga	taxon	include	344008
192-1	Mirounga leonina	taxon	include	231413
193-1	Hydrurga leptonyx	taxon	include	231417
193-1	Leptonychotes weddellii	taxon	include	195932
193-1	Lobodon carcinophaga	taxon	include	344008
193-1	Mirounga leonina	taxon	include	231413
194-1	Hydrurga leptonyx	taxon	include	231417
194-1	Leptonychotes weddellii	taxon	include	195932
194-1	Lobodon carcinophaga	taxon	include	344008
194-1	Mirounga leonina	taxon	include	231413
195-1	Hydrurga leptonyx	taxon	include	231417
195-1	Leptonychotes weddellii	taxon	include	195932
195-1	Lobodon carcinophaga	taxon	include	344008
195-1	Mirounga leonina	taxon	include	231413
196-1	Hydrurga leptonyx	taxon	include	231417
196-1	Leptonychotes weddellii	taxon	include	195932
196-1	Lobodon carcinophaga	taxon	include	344008
196-1	Mirounga leonina	taxon	include	231413
197-1	Hydrurga leptonyx	taxon	include	231417
197-1	Leptonychotes weddellii	taxon	include	195932
197-1	Lobodon carcinophaga	taxon	include	344008
197-1	Mirounga leonina	taxon	include	231413
198-1	Hydrurga leptonyx	taxon	include	231417
198-1	Leptonychotes weddellii	taxon	include	195932
198-1	Lobodon carcinophaga	taxon	include	344008
198-1	Mirounga leonina	taxon	include	231413
199-1	Hydrurga leptonyx	taxon	include	231417
199-1	Leptonychotes weddellii	taxon	include	195932
199-1	Lobodon carcinophaga	taxon	include	344008
199-1	Mirounga leonina	taxon	include	231413
2-1	Hydrurga leptonyx	taxon	include	231417
2-1	Leptonychotes weddellii	taxon	include	195932
2-1	Lobodon carcinophaga	taxon	include	344008
2-1	Mirounga leonina	taxon	include	231413
2-2	Hydrurga leptonyx	taxon	include	231417
2-2	Leptonychotes weddellii	taxon	include	195932
2-2	Lobodon carcinophaga	taxon	include	344008
2-2	Mirounga leonina	taxon	include	231413
20-1	Hydrurga leptonyx	taxon	include	231417
20-1	Leptonychotes weddellii	taxon	include	195932
20-1	Lobodon carcinophaga	taxon	include	344008
20-1	Mirounga leonina	taxon	include	231413
20-2	Hydrurga leptonyx	taxon	include	231417
20-2	Leptonychotes weddellii	taxon	include	195932
20-2	Lobodon carcinophaga	taxon	include	344008
20-2	Mirounga leonina	taxon	include	231413
200-1	Hydrurga leptonyx	taxon	include	231417
200-1	Leptonychotes weddellii	taxon	include	195932
200-1	Lobodon carcinophaga	taxon	include	344008
200-1	Mirounga leonina	taxon	include	231413
201-1	Hydrurga leptonyx	taxon	include	231417
201-1	Leptonychotes weddellii	taxon	include	195932
201-1	Lobodon carcinophaga	taxon	include	344008
201-1	Mirounga leonina	taxon	include	231413
202-1	Hydrurga leptonyx	taxon	include	231417
202-1	Leptonychotes weddellii	taxon	include	195932
202-1	Lobodon carcinophaga	taxon	include	344008
202-1	Mirounga leonina	taxon	include	231413
203-1	Hydrurga leptonyx	taxon	include	231417
203-1	Leptonychotes weddellii	taxon	include	195932
203-1	Lobodon carcinophaga	taxon	include	344008
203-1	Mirounga leonina	taxon	include	231413
204-1	Hydrurga leptonyx	taxon	include	231417
204-1	Leptonychotes weddellii	taxon	include	195932
204-1	Lobodon carcinophaga	taxon	include	344008
204-1	Mirounga leonina	taxon	include	231413
205-1	Hydrurga leptonyx	taxon	include	231417
205-1	Leptonychotes weddellii	taxon	include	195932
205-1	Lobodon carcinophaga	taxon	include	344008
205-1	Mirounga leonina	taxon	include	231413
206-1	Hydrurga leptonyx	taxon	include	231417
206-1	Leptonychotes weddellii	taxon	include	195932
206-1	Lobodon carcinophaga	taxon	include	344008
206-1	Mirounga leonina	taxon	include	231413
207-1	Hydrurga leptonyx	taxon	include	231417
207-1	Leptonychotes weddellii	taxon	include	195932
207-1	Lobodon carcinophaga	taxon	include	344008
207-1	Mirounga leonina	taxon	include	231413
208-1	Hydrurga leptonyx	taxon	include	231417
208-1	Leptonychotes weddellii	taxon	include	195932
208-1	Lobodon carcinophaga	taxon	include	344008
208-1	Mirounga leonina	taxon	include	231413
209-1	Hydrurga leptonyx	taxon	include	231417
209-1	Leptonychotes weddellii	taxon	include	195932
209-1	Lobodon carcinophaga	taxon	include	344008
209-1	Mirounga leonina	taxon	include	231413
21-1	Hydrurga leptonyx	taxon	include	231417
21-1	Leptonychotes weddellii	taxon	include	195932
21-1	Lobodon carcinophaga	taxon	include	344008
21-1	Mirounga leonina	taxon	include	231413
21-2	Hydrurga leptonyx	taxon	include	231417
21-2	Leptonychotes weddellii	taxon	include	195932
21-2	Lobodon carcinophaga	taxon	include	344008
21-2	Mirounga leonina	taxon	include	231413
210-1	Hydrurga leptonyx	taxon	include	231417
210-1	Leptonychotes weddellii	taxon	include	195932
210-1	Lobodon carcinophaga	taxon	include	344008
210-1	Mirounga leonina	taxon	include	231413
211-1	Hydrurga leptonyx	taxon	include	231417
211-1	Leptonychotes weddellii	taxon	include	195932
211-1	Lobodon carcinophaga	taxon	include	344008
211-1	Mirounga leonina	taxon	include	231413
212-1	Hydrurga leptonyx	taxon	include	231417
212-1	Leptonychotes weddellii	taxon	include	195932
212-1	Lobodon carcinophaga	taxon	include	344008
212-1	Mirounga leonina	taxon	include	231413
213-1	Hydrurga leptonyx	taxon	include	231417
213-1	Leptonychotes weddellii	taxon	include	195932
213-1	Lobodon carcinophaga	taxon	include	344008
213-1	Mirounga leonina	taxon	include	231413
214-1	Hydrurga leptonyx	taxon	include	231417
214-1	Leptonychotes weddellii	taxon	include	195932
214-1	Lobodon carcinophaga	taxon	include	344008
214-1	Mirounga leonina	taxon	include	231413
215-1	Hydrurga leptonyx	taxon	include	231417
215-1	Leptonychotes weddellii	taxon	include	195932
215-1	Lobodon carcinophaga	taxon	include	344008
215-1	Mirounga leonina	taxon	include	231413
216-1	Hydrurga leptonyx	taxon	include	231417
216-1	Leptonychotes weddellii	taxon	include	195932
216-1	Lobodon carcinophaga	taxon	include	344008
216-1	Mirounga leonina	taxon	include	231413
217-1	Hydrurga leptonyx	taxon	include	231417
217-1	Leptonychotes weddellii	taxon	include	195932
217-1	Lobodon carcinophaga	taxon	include	344008
217-1	Mirounga leonina	taxon	include	231413
218-1	Hydrurga leptonyx	taxon	include	231417
218-1	Leptonychotes weddellii	taxon	include	195932
218-1	Lobodon carcinophaga	taxon	include	344008
218-1	Mirounga leonina	taxon	include	231413
219-1	Hydrurga leptonyx	taxon	include	231417
219-1	Leptonychotes weddellii	taxon	include	195932
219-1	Lobodon carcinophaga	taxon	include	344008
219-1	Mirounga leonina	taxon	include	231413
22-1	Hydrurga leptonyx	taxon	include	231417
22-1	Leptonychotes weddellii	taxon	include	195932
22-1	Lobodon carcinophaga	taxon	include	344008
22-1	Mirounga leonina	taxon	include	231413
22-2	Hydrurga leptonyx	taxon	include	231417
22-2	Leptonychotes weddellii	taxon	include	195932
22-2	Lobodon carcinophaga	taxon	include	344008
22-2	Mirounga leonina	taxon	include	231413
220-1	Hydrurga leptonyx	taxon	include	231417
220-1	Leptonychotes weddellii	taxon	include	195932
220-1	Lobodon carcinophaga	taxon	include	344008
220-1	Mirounga leonina	taxon	include	231413
221-1	Hydrurga leptonyx	taxon	include	231417
221-1	Leptonychotes weddellii	taxon	include	195932
221-1	Lobodon carcinophaga	taxon	include	344008
221-1	Mirounga leonina	taxon	include	231413
222-1	Hydrurga leptonyx	taxon	include	231417
222-1	Leptonychotes weddellii	taxon	include	195932
222-1	Lobodon carcinophaga	taxon	include	344008
222-1	Mirounga leonina	taxon	include	231413
223-1	Hydrurga leptonyx	taxon	include	231417
223-1	Leptonychotes weddellii	taxon	include	195932
223-1	Lobodon carcinophaga	taxon	include	344008
223-1	Mirounga leonina	taxon	include	231413
224-1	Hydrurga leptonyx	taxon	include	231417
224-1	Leptonychotes weddellii	taxon	include	195932
224-1	Lobodon carcinophaga	taxon	include	344008
224-1	Mirounga leonina	taxon	include	231413
225-1	Hydrurga leptonyx	taxon	include	231417
225-1	Leptonychotes weddellii	taxon	include	195932
225-1	Lobodon carcinophaga	taxon	include	344008
225-1	Mirounga leonina	taxon	include	231413
226-1	Hydrurga leptonyx	taxon	include	231417
226-1	Leptonychotes weddellii	taxon	include	195932
226-1	Lobodon carcinophaga	taxon	include	344008
226-1	Mirounga leonina	taxon	include	231413
227-1	Hydrurga leptonyx	taxon	include	231417
227-1	Leptonychotes weddellii	taxon	include	195932
227-1	Lobodon carcinophaga	taxon	include	344008
227-1	Mirounga leonina	taxon	include	231413
228-1	Hydrurga leptonyx	taxon	include	231417
228-1	Leptonychotes weddellii	taxon	include	195932
228-1	Lobodon carcinophaga	taxon	include	344008
228-1	Mirounga leonina	taxon	include	231413
229-1	Hydrurga leptonyx	taxon	include	231417
229-1	Leptonychotes weddellii	taxon	include	195932
229-1	Lobodon carcinophaga	taxon	include	344008
229-1	Mirounga leonina	taxon	include	231413
23-1	Hydrurga leptonyx	taxon	include	231417
23-1	Leptonychotes weddellii	taxon	include	195932
23-1	Lobodon carcinophaga	taxon	include	344008
23-1	Mirounga leonina	taxon	include	231413
23-2	Hydrurga leptonyx	taxon	include	231417
23-2	Leptonychotes weddellii	taxon	include	195932
23-2	Lobodon carcinophaga	taxon	include	344008
23-2	Mirounga leonina	taxon	include	231413
230-1	Hydrurga leptonyx	taxon	include	231417
230-1	Leptonychotes weddellii	taxon	include	195932
230-1	Lobodon carcinophaga	taxon	include	344008
230-1	Mirounga leonina	taxon	include	231413
231-1	Hydrurga leptonyx	taxon	include	231417
231-1	Leptonychotes weddellii	taxon	include	195932
231-1	Lobodon carcinophaga	taxon	include	344008
231-1	Mirounga leonina	taxon	include	231413
232-1	Hydrurga leptonyx	taxon	include	231417
232-1	Leptonychotes weddellii	taxon	include	195932
232-1	Lobodon carcinophaga	taxon	include	344008
232-1	Mirounga leonina	taxon	include	231413
233-1	Hydrurga leptonyx	taxon	include	231417
233-1	Leptonychotes weddellii	taxon	include	195932
233-1	Lobodon carcinophaga	taxon	include	344008
233-1	Mirounga leonina	taxon	include	231413
234-1	Hydrurga leptonyx	taxon	include	231417
234-1	Leptonychotes weddellii	taxon	include	195932
234-1	Lobodon carcinophaga	taxon	include	344008
234-1	Mirounga leonina	taxon	include	231413
235-1	Hydrurga leptonyx	taxon	include	231417
235-1	Leptonychotes weddellii	taxon	include	195932
235-1	Lobodon carcinophaga	taxon	include	344008
235-1	Mirounga leonina	taxon	include	231413
236-1	Hydrurga leptonyx	taxon	include	231417
236-1	Leptonychotes weddellii	taxon	include	195932
236-1	Lobodon carcinophaga	taxon	include	344008
236-1	Mirounga leonina	taxon	include	231413
237-1	Hydrurga leptonyx	taxon	include	231417
237-1	Leptonychotes weddellii	taxon	include	195932
237-1	Lobodon carcinophaga	taxon	include	344008
237-1	Mirounga leonina	taxon	include	231413
238-1	Hydrurga leptonyx	taxon	include	231417
238-1	Leptonychotes weddellii	taxon	include	195932
238-1	Lobodon carcinophaga	taxon	include	344008
238-1	Mirounga leonina	taxon	include	231413
239-1	Hydrurga leptonyx	taxon	include	231417
239-1	Leptonychotes weddellii	taxon	include	195932
239-1	Lobodon carcinophaga	taxon	include	344008
239-1	Mirounga leonina	taxon	include	231413
24-1	Hydrurga leptonyx	taxon	include	231417
24-1	Leptonychotes weddellii	taxon	include	195932
24-1	Lobodon carcinophaga	taxon	include	344008
24-1	Mirounga leonina	taxon	include	231413
24-2	Hydrurga leptonyx	taxon	include	231417
24-2	Leptonychotes weddellii	taxon	include	195932
24-2	Lobodon carcinophaga	taxon	include	344008
24-2	Mirounga leonina	taxon	include	231413
240-1	Hydrurga leptonyx	taxon	include	231417
240-1	Leptonychotes weddellii	taxon	include	195932
240-1	Lobodon carcinophaga	taxon	include	344008
240-1	Mirounga leonina	taxon	include	231413
241-1	Hydrurga leptonyx	taxon	include	231417
241-1	Leptonychotes weddellii	taxon	include	195932
241-1	Lobodon carcinophaga	taxon	include	344008
241-1	Mirounga leonina	taxon	include	231413
242-1	Hydrurga leptonyx	taxon	include	231417
242-1	Leptonychotes weddellii	taxon	include	195932
242-1	Lobodon carcinophaga	taxon	include	344008
242-1	Mirounga leonina	taxon	include	231413
243-1	Hydrurga leptonyx	taxon	include	231417
243-1	Leptonychotes weddellii	taxon	include	195932
243-1	Lobodon carcinophaga	taxon	include	344008
243-1	Mirounga leonina	taxon	include	231413
244-1	Hydrurga leptonyx	taxon	include	231417
244-1	Leptonychotes weddellii	taxon	include	195932
244-1	Lobodon carcinophaga	taxon	include	344008
244-1	Mirounga leonina	taxon	include	231413
245-1	Hydrurga leptonyx	taxon	include	231417
245-1	Leptonychotes weddellii	taxon	include	195932
245-1	Lobodon carcinophaga	taxon	include	344008
245-1	Mirounga leonina	taxon	include	231413
246-1	Hydrurga leptonyx	taxon	include	231417
246-1	Leptonychotes weddellii	taxon	include	195932
246-1	Lobodon carcinophaga	taxon	include	344008
246-1	Mirounga leonina	taxon	include	231413
247-1	Hydrurga leptonyx	taxon	include	231417
247-1	Leptonychotes weddellii	taxon	include	195932
247-1	Lobodon carcinophaga	taxon	include	344008
247-1	Mirounga leonina	taxon	include	231413
248-1	Hydrurga leptonyx	taxon	include	231417
248-1	Leptonychotes weddellii	taxon	include	195932
248-1	Lobodon carcinophaga	taxon	include	344008
248-1	Mirounga leonina	taxon	include	231413
249-1	Hydrurga leptonyx	taxon	include	231417
249-1	Leptonychotes weddellii	taxon	include	195932
249-1	Lobodon carcinophaga	taxon	include	344008
249-1	Mirounga leonina	taxon	include	231413
25-1	Hydrurga leptonyx	taxon	include	231417
25-1	Leptonychotes weddellii	taxon	include	195932
25-1	Lobodon carcinophaga	taxon	include	344008
25-1	Mirounga leonina	taxon	include	231413
25-2	Hydrurga leptonyx	taxon	include	231417
25-2	Leptonychotes weddellii	taxon	include	195932
25-2	Lobodon carcinophaga	taxon	include	344008
25-2	Mirounga leonina	taxon	include	231413
250-1	Hydrurga leptonyx	taxon	include	231417
250-1	Leptonychotes weddellii	taxon	include	195932
250-1	Lobodon carcinophaga	taxon	include	344008
250-1	Mirounga leonina	taxon	include	231413
251-1	Hydrurga leptonyx	taxon	include	231417
251-1	Leptonychotes weddellii	taxon	include	195932
251-1	Lobodon carcinophaga	taxon	include	344008
251-1	Mirounga leonina	taxon	include	231413
252-1	Hydrurga leptonyx	taxon	include	231417
252-1	Leptonychotes weddellii	taxon	include	195932
252-1	Lobodon carcinophaga	taxon	include	344008
252-1	Mirounga leonina	taxon	include	231413
253-1	Hydrurga leptonyx	taxon	include	231417
253-1	Leptonychotes weddellii	taxon	include	195932
253-1	Lobodon carcinophaga	taxon	include	344008
253-1	Mirounga leonina	taxon	include	231413
254-1	Hydrurga leptonyx	taxon	include	231417
254-1	Leptonychotes weddellii	taxon	include	195932
254-1	Lobodon carcinophaga	taxon	include	344008
254-1	Mirounga leonina	taxon	include	231413
255-1	Hydrurga leptonyx	taxon	include	231417
255-1	Leptonychotes weddellii	taxon	include	195932
255-1	Lobodon carcinophaga	taxon	include	344008
255-1	Mirounga leonina	taxon	include	231413
