observedTaxon	observedTaxonID	organismQuantity	sex	lifeStage	organismQuantityType	surveyTargetID
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	indeterminate	juvenile	individual	115-1-195932
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	4	female	adult	individuals	115-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	27	female	juvenile	individuals	115-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	8	male	juvenile	individuals	115-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	26	indeterminate	juvenile	individuals	115-2-231413
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	7	female	adult	individuals	115-2-231417
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	female	adult	individual	115-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	3	male	adult	individuals	115-2-195932
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	156	female	adult	individuals	116-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	55	female	juvenile	individuals	116-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	16	male	juvenile	individuals	116-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	33	indeterminate	juvenile	individuals	116-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	2	indeterminate	pup	individuals	116-1-231413
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	5	female	adult	individuals	116-1-231417
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	female	adult	individual	116-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	3	female	juvenile	individuals	116-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	8	male	juvenile	individuals	116-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	3	indeterminate	juvenile	individuals	116-1-195932
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	10	female	adult	individuals	116-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	2	female	juvenile	individuals	116-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	10	male	juvenile	individuals	116-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	16	indeterminate	juvenile	individuals	116-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	3	indeterminate	pup	individuals	116-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	31	indeterminate	unknown	individuals	116-2-231413
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	5	female	adult	individuals	116-2-231417
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	3	female	adult	individuals	116-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	male	adult	individuals	116-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	female	juvenile	individual	116-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	male	juvenile	individuals	116-2-195932
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	30	female	adult	individuals	117-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	17	female	juvenile	individuals	117-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	18	male	juvenile	individuals	117-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	8	indeterminate	juvenile	individuals	117-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	3	indeterminate	pup	individuals	117-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	113	indeterminate	unknown	individuals	117-1-231413
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	5	female	adult	individuals	117-1-231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	1	female	juvenile	individual	117-1-231417
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	female	adult	individual	117-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	3	male	adult	individuals	117-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	female	juvenile	individual	117-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	3	male	juvenile	individuals	117-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	indeterminate	juvenile	individuals	117-1-195932
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	44	female	adult	individuals	117-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	3	female	juvenile	individuals	117-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	1	male	juvenile	individual	117-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	2	indeterminate	juvenile	individuals	117-2-231413
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	6	female	adult	individuals	117-2-231417
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	male	adult	individual	117-2-195932
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	23	female	adult	individuals	118-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	5	female	juvenile	individuals	118-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	9	male	juvenile	individuals	118-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	18	indeterminate	juvenile	individuals	118-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	65	indeterminate	unknown	individuals	118-1-231413
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	male	adult	individuals	118-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	indeterminate	adult	individual	118-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	3	female	juvenile	individuals	118-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	male	juvenile	individual	118-1-195932
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	5	female	adult	individuals	118-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	1	female	juvenile	individual	118-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	1	male	juvenile	individual	118-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	19	indeterminate	unknown	individuals	118-2-231413
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	4	female	adult	individuals	118-2-231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	1	male	adult	individual	118-2-231417
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	3	female	adult	individuals	118-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	male	adult	individual	118-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	male	juvenile	individual	118-2-195932
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	8	female	adult	individuals	119-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	12	female	juvenile	individuals	119-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	3	male	juvenile	individuals	119-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	5	indeterminate	juvenile	individuals	119-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	1	indeterminate	unknown	individual	119-1-231413
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	1	female	adult	individual	119-1-231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	1	male	adult	individual	119-1-231417
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	female	juvenile	individuals	119-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	4	male	juvenile	individuals	119-1-195932
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	3	female	adult	individuals	119-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	1	female	juvenile	individual	119-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	1	indeterminate	juvenile	individual	119-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	10	indeterminate	unknown	individuals	119-2-231413
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	4	female	adult	individuals	119-2-231417
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	4	female	adult	individuals	120-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	6	female	juvenile	individuals	120-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	14	male	juvenile	individuals	120-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	22	indeterminate	juvenile	individuals	120-1-231413
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	3	female	adult	individuals	120-1-231417
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	7	female	adult	individuals	120-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	7	male	adult	individuals	120-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	indeterminate	adult	individuals	120-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	4	female	juvenile	individuals	120-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	9	male	juvenile	individuals	120-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	3	indeterminate	juvenile	individuals	120-1-195932
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	3	female	adult	individuals	120-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	1	male	juvenile	individual	120-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	3	indeterminate	juvenile	individuals	120-2-231413
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	1	female	adult	individual	120-2-231417
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	female	adult	individual	120-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	4	male	adult	individuals	120-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	female	juvenile	individual	120-2-195932
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	1	female	juvenile	individual	121-1-344008
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	21	female	adult	individuals	121-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	26	female	juvenile	individuals	121-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	80	male	juvenile	individuals	121-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	44	indeterminate	juvenile	individuals	121-1-231413
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	4	female	adult	individuals	121-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	3	male	adult	individuals	121-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	female	juvenile	individuals	121-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	male	juvenile	individual	121-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	indeterminate	juvenile	individuals	121-1-195932
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	41	female	adult	individuals	122-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	5	female	juvenile	individuals	122-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	49	male	juvenile	individuals	122-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	41	indeterminate	juvenile	individuals	122-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	1	indeterminate	unknown	individual	122-1-231413
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	3	female	adult	individuals	122-1-231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	1	indeterminate	adult	individual	122-1-231417
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	4	female	adult	individuals	122-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	male	adult	individuals	122-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	4	female	juvenile	individuals	122-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	male	juvenile	individual	122-1-195932
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	7	female	adult	individuals	122-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	2	female	juvenile	individuals	122-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	2	male	juvenile	individuals	122-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	18	indeterminate	juvenile	individuals	122-2-231413
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	4	female	adult	individuals	122-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	male	adult	individual	122-2-195932
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	17	female	adult	individuals	123-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	23	female	juvenile	individuals	123-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	42	male	juvenile	individuals	123-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	129	indeterminate	juvenile	individuals	123-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	2	indeterminate	unknown	individuals	123-1-231413
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	6	female	adult	individuals	123-1-231417
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	female	adult	individual	123-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	male	adult	individual	123-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	6	female	juvenile	individuals	123-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	3	male	juvenile	individuals	123-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	3	indeterminate	juvenile	individuals	123-1-195932
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	3	female	adult	individuals	123-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	13	female	juvenile	individuals	123-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	4	male	juvenile	individuals	123-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	29	indeterminate	juvenile	individuals	123-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	3	indeterminate	unknown	individuals	123-2-231413
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	1	female	adult	individual	123-2-231417
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	female	adult	individuals	123-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	3	male	juvenile	individuals	123-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	6	indeterminate	unknown	individuals	123-2-195932
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	17	female	adult	individuals	124-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	43	female	juvenile	individuals	124-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	7	male	juvenile	individuals	124-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	158	indeterminate	juvenile	individuals	124-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	3	indeterminate	unknown	individuals	124-1-231413
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	5	female	adult	individuals	124-1-231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	1	female	juvenile	individual	124-1-231417
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	male	adult	individual	124-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	female	juvenile	individual	124-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	male	juvenile	individual	124-1-195932
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	13	female	juvenile	individuals	124-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	1	male	juvenile	individual	124-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	66	indeterminate	juvenile	individuals	124-2-231413
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	3	female	adult	individuals	124-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	male	adult	individuals	124-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	female	juvenile	individuals	124-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	4	male	juvenile	individuals	124-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	indeterminate	juvenile	individual	124-2-195932
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	116	female	adult	individuals	125-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	2	male	adult	individuals	125-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	2	female	juvenile	individuals	125-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	34	male	juvenile	individuals	125-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	50	indeterminate	juvenile	individuals	125-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	19	indeterminate	unknown	individuals	125-1-231413
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	1	male	juvenile	individual	125-1-231417
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	female	adult	individual	125-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	male	adult	individual	125-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	female	juvenile	individual	125-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	male	juvenile	individual	125-1-195932
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	35	female	adult	individuals	125-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	1	male	juvenile	individual	125-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	18	indeterminate	juvenile	individuals	125-2-231413
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	female	adult	individual	125-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	male	adult	individual	125-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	female	juvenile	individual	125-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	indeterminate	unknown	individual	125-2-195932
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	197	female	adult	individuals	126-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	6	female	juvenile	individuals	126-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	6	male	juvenile	individuals	126-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	37	indeterminate	juvenile	individuals	126-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	14	indeterminate	unknown	individuals	126-1-231413
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	3	female	adult	individuals	126-1-231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	2	indeterminate	adult	individuals	126-1-231417
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	male	adult	individuals	126-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	3	female	juvenile	individuals	126-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	male	juvenile	individual	126-1-195932
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	51	female	adult	individuals	126-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	7	female	juvenile	individuals	126-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	1	male	juvenile	individual	126-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	9	indeterminate	juvenile	individuals	126-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	8	indeterminate	unknown	individuals	126-2-231413
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	3	female	adult	individuals	126-2-231417
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	female	adult	individuals	126-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	male	adult	individuals	126-2-195932
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	259	female	adult	individuals	127-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	2	male	adult	individuals	127-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	24	female	juvenile	individuals	127-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	9	male	juvenile	individuals	127-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	51	indeterminate	juvenile	individuals	127-1-231413
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	5	female	adult	individuals	127-1-231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	1	indeterminate	adult	individual	127-1-231417
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	female	adult	individual	127-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	male	adult	individuals	127-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	indeterminate	adult	individuals	127-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	female	juvenile	individuals	127-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	male	juvenile	individuals	127-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	4	indeterminate	juvenile	individuals	127-1-195932
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	1	male	juvenile	individual	127-2-344008
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	57	female	adult	individuals	127-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	1	male	adult	individual	127-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	3	female	juvenile	individuals	127-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	11	indeterminate	juvenile	individuals	127-2-231413
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	3	female	adult	individuals	127-2-231417
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	4	female	adult	individuals	127-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	male	adult	individual	127-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	4	indeterminate	adult	individuals	127-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	female	juvenile	individual	127-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	indeterminate	juvenile	individual	127-2-195932
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	121	female	adult	individuals	128-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	6	male	adult	individuals	128-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	42	female	juvenile	individuals	128-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	17	male	juvenile	individuals	128-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	81	indeterminate	juvenile	individuals	128-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	18	indeterminate	unknown	individuals	128-1-231413
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	5	female	adult	individuals	128-1-231417
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	4	female	adult	individuals	128-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	3	male	adult	individuals	128-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	indeterminate	adult	individual	128-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	4	female	juvenile	individuals	128-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	male	juvenile	individuals	128-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	indeterminate	juvenile	individual	128-1-195932
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	30	female	adult	individuals	128-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	41	indeterminate	juvenile	individuals	128-2-231413
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	7	female	adult	individuals	128-2-231417
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	female	adult	individuals	128-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	3	male	adult	individuals	128-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	female	juvenile	individual	128-2-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	male	juvenile	individual	128-2-195932
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	62	female	adult	individuals	129-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	5	male	adult	individuals	129-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	22	female	juvenile	individuals	129-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	9	male	juvenile	individuals	129-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	63	indeterminate	juvenile	individuals	129-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	7	indeterminate	unknown	individuals	129-1-231413
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	1	female	adult	individual	129-1-231417
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	4	female	adult	individuals	129-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	male	adult	individual	129-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	indeterminate	adult	individual	129-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	3	male	juvenile	individuals	129-1-195932
Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	5	indeterminate	juvenile	individuals	129-1-195932
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	8	female	juvenile	individuals	129-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	7	male	juvenile	individuals	129-2-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	44	indeterminate	juvenile	individuals	129-2-231413
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	2	female	adult	individuals	129-2-231417
Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	1	male	adult	individual	129-2-231417
Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	1	indeterminate	adult	individual	130-1-344008
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	43	female	adult	individuals	130-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	4	male	adult	individuals	130-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	17	female	juvenile	individuals	130-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	5	male	juvenile	individuals	130-1-231413
Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	33	indeterminate	juvenile	individuals	130-1-231413
