surveyID	eventDurationValue	eventDurationUnit	taxonCompletenessReported	isTaxonomicScopeFullyReported	targetHabitatScope	excludedTargetHabitatScope	isAbsenceReported	hasNonTargetTaxa	isAbundanceReported	isLeastSpecificTargetCategoryQuantityInclusive	hasMaterialSamples	samplingEffortProtocolID	samplingPerformedBy
114-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
115-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
115-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
116-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
116-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
117-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
117-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
118-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
118-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
119-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
119-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
120-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
120-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
121-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
122-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
122-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
123-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
123-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
124-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
124-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
125-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
125-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
126-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
126-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
127-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
127-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
128-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
128-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
129-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
129-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
130-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
130-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
131-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
131-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
132-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
132-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
133-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
134-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
134-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
135-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
135-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
136-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
136-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
137-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
137-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
138-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
138-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
139-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
139-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
140-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
140-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
141-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
141-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
142-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
142-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
143-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
143-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
144-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
144-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
145-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
145-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
146-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
146-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
147-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
147-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
148-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
148-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
175-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
175-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
176-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
176-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
177-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
177-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
178-1	2	days	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
178-2	2	days	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
179-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
179-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
180-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
180-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
181-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
181-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
182-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
182-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
183-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
183-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
184-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
184-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
285-1	2	days	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
285-2	2	days	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
287-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
287-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
288-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
288-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
1288-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
1288-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
1289-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
1289-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
1290-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
1290-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
1291-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
1291-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
1292-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
1292-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
1293-1	2	days	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
1293-2	2	days	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
1294-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
1294-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
1295-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
1295-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
