surveyID	eventDurationValue	eventDurationUnit	taxonCompletenessReported	isTaxonomicScopeFullyReported	targetHabitatScope	excludedTargetHabitatScope	isAbsenceReported	hasNonTargetTaxa	isAbundanceReported	isLeastSpecificTargetCategoryQuantityInclusive	hasMaterialSamples	samplingEffortProtocolID	samplingPerformedBy
21-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
21-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
22-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
22-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
23-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
23-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
24-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
24-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
25-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
25-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
26-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
26-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
27-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
27-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
28-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
28-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
29-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
29-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
30-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
30-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
31-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
31-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
32-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
32-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
33-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
33-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
34-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
34-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
35-1	2	days	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
35-2	2	days	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
36-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
36-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
37-1	2	days	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
37-2	2	days	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
38-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
38-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
39-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
39-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
40-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
40-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
41-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
41-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
42-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
42-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
43-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
43-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
44-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
44-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
45-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
45-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
46-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
46-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
47-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
47-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
48-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
48-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
49-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
49-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
50-1	2	days	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
50-2	2	days	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
51-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
51-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
52-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
52-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
53-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
53-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
54-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
54-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
55-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
55-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
56-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
56-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
57-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
57-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
58-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
58-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
59-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
59-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
60-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
60-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
61-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
61-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
62-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
62-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
63-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
63-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
64-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
64-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
65-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
65-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
66-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
66-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
67-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
67-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
68-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
68-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
69-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
69-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
70-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
70-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
71-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
71-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
72-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
72-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
73-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
73-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
74-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
74-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
75-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
75-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
76-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
76-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
77-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
77-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
78-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
78-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
79-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
79-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
80-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
80-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
81-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
81-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
82-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
82-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
83-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
83-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
84-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
84-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
85-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
85-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
86-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
86-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
87-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
87-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
88-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
88-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
89-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
89-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
90-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
90-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
91-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
91-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
92-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
92-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
93-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
93-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
94-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
94-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
95-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
95-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
96-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
96-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
97-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
97-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
98-1	2	days	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
98-2	2	days	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
99-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
99-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
100-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
100-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
101-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
101-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
102-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
102-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
103-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
103-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
104-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
104-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
105-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
105-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
106-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
106-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
107-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
107-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
108-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
108-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
109-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
109-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
110-1	2	days	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
110-2	2	days	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
111-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
111-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
112-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
112-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
113-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
113-2	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
114-1	1	day	notReported	true	phocids hauled-out location on land	ice, offshore, water	true	false	true	false	false	https://doi.org/10.1038/s41597-024-03744-9	USAMLR
