surveyTargetID	observedTaxon	observedTaxonID	organismQuantity	organismQuantityType
111-2-344008-1-1	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
111-2-344008-1-2	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
111-2-344008-1-3	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
111-2-344008-2-1	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
111-2-344008-2-2	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
111-2-344008-2-3	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
111-2-344008-3-3	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
111-2-344008-4-1	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
111-2-344008-4-2	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
111-2-344008-4-3	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
111-2-231413-1-1	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	7	individuals
111-2-231413-1-2	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	individual
111-2-231413-1-3	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	individual
111-2-231413-2-1	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	5	individuals
111-2-231413-2-2	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	8	individuals
111-2-231413-2-3	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	25	individuals
111-2-231413-3-3	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	individual
111-2-231413-4-1	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	individual
111-2-231413-4-2	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	individual
111-2-231413-4-3	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	individual
111-2-231417-1-1	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	1	individual
111-2-231417-1-2	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	individual
111-2-231417-1-3	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	individual
111-2-231417-2-1	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	individual
111-2-231417-2-2	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	individual
111-2-231417-2-3	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	individual
111-2-231417-3-3	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	individual
111-2-231417-4-1	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	individual
111-2-231417-4-2	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	individual
111-2-231417-4-3	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	individual
111-2-195932-1-1	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	5	individuals
111-2-195932-1-2	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	individuals
111-2-195932-1-3	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	individual
111-2-195932-2-1	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	individual
111-2-195932-2-2	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	individuals
111-2-195932-2-3	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	individual
111-2-195932-3-3	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	individual
111-2-195932-4-1	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	individual
111-2-195932-4-2	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	individual
111-2-195932-4-3	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	individual
112-1-344008-1-1	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
112-1-344008-1-2	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
112-1-344008-1-3	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
112-1-344008-2-1	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
112-1-344008-2-2	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
112-1-344008-2-3	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
112-1-344008-3-3	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
112-1-344008-4-1	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
112-1-344008-4-2	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
112-1-344008-4-3	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
112-1-231413-1-1	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	116	individuals
112-1-231413-1-2	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	1	individual
112-1-231413-1-3	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	individual
112-1-231413-2-1	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	7	individuals
112-1-231413-2-2	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	35	individuals
112-1-231413-2-3	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	48	individuals
112-1-231413-3-3	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	individual
112-1-231413-4-1	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	individual
112-1-231413-4-2	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	individual
112-1-231413-4-3	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	18	individuals
112-1-231417-1-1	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	7	individuals
112-1-231417-1-2	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	individual
112-1-231417-1-3	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	individual
112-1-231417-2-1	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	individual
112-1-231417-2-2	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	individual
112-1-231417-2-3	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	individual
112-1-231417-3-3	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	individual
112-1-231417-4-1	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	individual
112-1-231417-4-2	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	individual
112-1-231417-4-3	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	individual
112-1-195932-1-1	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	individuals
112-1-195932-1-2	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	6	individuals
112-1-195932-1-3	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	individuals
112-1-195932-2-1	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	6	individuals
112-1-195932-2-2	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	individuals
112-1-195932-2-3	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	individual
112-1-195932-3-3	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	individual
112-1-195932-4-1	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	individual
112-1-195932-4-2	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	individual
112-1-195932-4-3	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	individual
112-2-344008-1-1	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
112-2-344008-1-2	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	1	individual
112-2-344008-1-3	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
112-2-344008-2-1	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
112-2-344008-2-2	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
112-2-344008-2-3	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
112-2-344008-3-3	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
112-2-344008-4-1	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
112-2-344008-4-2	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
112-2-344008-4-3	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
112-2-231413-1-1	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	5	individuals
112-2-231413-1-2	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	individual
112-2-231413-1-3	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	individual
112-2-231413-2-1	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	individual
112-2-231413-2-2	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	18	individuals
112-2-231413-2-3	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	24	individuals
112-2-231413-3-3	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	individual
112-2-231413-4-1	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	individual
112-2-231413-4-2	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	individual
112-2-231413-4-3	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	individual
112-2-231417-1-1	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	individual
112-2-231417-1-2	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	1	individual
112-2-231417-1-3	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	1	individual
112-2-231417-2-1	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	individual
112-2-231417-2-2	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	individual
112-2-231417-2-3	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	individual
112-2-231417-3-3	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	individual
112-2-231417-4-1	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	individual
112-2-231417-4-2	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	individual
112-2-231417-4-3	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	individual
112-2-195932-1-1	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	4	individuals
112-2-195932-1-2	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	4	individuals
112-2-195932-1-3	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	individuals
112-2-195932-2-1	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	individual
112-2-195932-2-2	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	individual
112-2-195932-2-3	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	individual
112-2-195932-3-3	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	individual
112-2-195932-4-1	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	individual
112-2-195932-4-2	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	individual
112-2-195932-4-3	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	individual
113-1-344008-1-1	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
113-1-344008-1-2	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
113-1-344008-1-3	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
113-1-344008-2-1	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
113-1-344008-2-2	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
113-1-344008-2-3	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
113-1-344008-3-3	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
113-1-344008-4-1	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
113-1-344008-4-2	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
113-1-344008-4-3	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
113-1-231413-1-1	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	195	individuals
113-1-231413-1-2	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	1	individual
113-1-231413-1-3	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	individual
113-1-231413-2-1	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	16	individuals
113-1-231413-2-2	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	22	individuals
113-1-231413-2-3	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	44	individuals
113-1-231413-3-3	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	individual
113-1-231413-4-1	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	individual
113-1-231413-4-2	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	individual
113-1-231413-4-3	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	4	individuals
113-1-231417-1-1	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	6	individuals
113-1-231417-1-2	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	1	individual
113-1-231417-1-3	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	individual
113-1-231417-2-1	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	individual
113-1-231417-2-2	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	individual
113-1-231417-2-3	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	individual
113-1-231417-3-3	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	individual
113-1-231417-4-1	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	individual
113-1-231417-4-2	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	individual
113-1-231417-4-3	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	individual
113-1-195932-1-1	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	individuals
113-1-195932-1-2	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	6	individuals
113-1-195932-1-3	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	individual
113-1-195932-2-1	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	6	individuals
113-1-195932-2-2	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	8	individuals
113-1-195932-2-3	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	individuals
113-1-195932-3-3	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	individual
113-1-195932-4-1	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	individual
113-1-195932-4-2	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	individual
113-1-195932-4-3	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	individual
113-2-344008-1-1	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
113-2-344008-1-2	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
113-2-344008-1-3	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
113-2-344008-2-1	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
113-2-344008-2-2	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	1	individual
113-2-344008-2-3	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
113-2-344008-3-3	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
113-2-344008-4-1	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
113-2-344008-4-2	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
113-2-344008-4-3	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
113-2-231413-1-1	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	10	individuals
113-2-231413-1-2	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	individual
113-2-231413-1-3	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	individual
113-2-231413-2-1	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	2	individuals
113-2-231413-2-2	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	4	individuals
113-2-231413-2-3	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	5	individuals
113-2-231413-3-3	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	individual
113-2-231413-4-1	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	individual
113-2-231413-4-2	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	individual
113-2-231413-4-3	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	32	individuals
113-2-231417-1-1	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	2	individuals
113-2-231417-1-2	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	individual
113-2-231417-1-3	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	individual
113-2-231417-2-1	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	individual
113-2-231417-2-2	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	individual
113-2-231417-2-3	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	individual
113-2-231417-3-3	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	individual
113-2-231417-4-1	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	individual
113-2-231417-4-2	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	individual
113-2-231417-4-3	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	individual
113-2-195932-1-1	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	4	individuals
113-2-195932-1-2	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	individual
113-2-195932-1-3	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	5	individuals
113-2-195932-2-1	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	1	individual
113-2-195932-2-2	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	individuals
113-2-195932-2-3	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	individual
113-2-195932-3-3	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	individual
113-2-195932-4-1	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	individual
113-2-195932-4-2	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	individual
113-2-195932-4-3	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	individual
114-1-344008-1-1	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
114-1-344008-1-2	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
114-1-344008-1-3	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
114-1-344008-2-1	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
114-1-344008-2-2	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
114-1-344008-2-3	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
114-1-344008-3-3	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
114-1-344008-4-1	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
114-1-344008-4-2	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
114-1-344008-4-3	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
114-1-231413-1-1	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	26	individuals
114-1-231413-1-2	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	individual
114-1-231413-1-3	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	individual
114-1-231413-2-1	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	22	individuals
114-1-231413-2-2	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	12	individuals
114-1-231413-2-3	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	13	individuals
114-1-231413-3-3	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	individual
114-1-231413-4-1	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	individual
114-1-231413-4-2	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	individual
114-1-231413-4-3	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	246	individuals
114-1-231417-1-1	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	12	individuals
114-1-231417-1-2	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	1	individual
114-1-231417-1-3	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	individual
114-1-231417-2-1	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	individual
114-1-231417-2-2	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	individual
114-1-231417-2-3	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	individual
114-1-231417-3-3	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	individual
114-1-231417-4-1	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	individual
114-1-231417-4-2	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	individual
114-1-231417-4-3	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	individual
114-1-195932-1-1	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	3	individuals
114-1-195932-1-2	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	8	individuals
114-1-195932-1-3	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	5	individuals
114-1-195932-2-1	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	5	individuals
114-1-195932-2-2	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	4	individuals
114-1-195932-2-3	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	5	individuals
114-1-195932-3-3	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	individual
114-1-195932-4-1	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	individual
114-1-195932-4-2	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	individual
114-1-195932-4-3	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	individual
114-2-344008-1-1	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
114-2-344008-1-2	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
114-2-344008-1-3	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
114-2-344008-2-1	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
114-2-344008-2-2	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
114-2-344008-2-3	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
114-2-344008-3-3	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
114-2-344008-4-1	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
114-2-344008-4-2	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
114-2-344008-4-3	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
114-2-231413-1-1	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	individual
114-2-231413-1-2	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	individual
114-2-231413-1-3	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	individual
114-2-231413-2-1	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	individual
114-2-231413-2-2	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	individual
114-2-231413-2-3	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	individual
114-2-231413-3-3	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	individual
114-2-231413-4-1	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	individual
114-2-231413-4-2	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	individual
114-2-231413-4-3	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	0	individual
114-2-231417-1-1	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	4	individuals
114-2-231417-1-2	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	individual
114-2-231417-1-3	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	3	individuals
114-2-231417-2-1	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	individual
114-2-231417-2-2	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	individual
114-2-231417-2-3	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	individual
114-2-231417-3-3	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	individual
114-2-231417-4-1	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	individual
114-2-231417-4-2	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	individual
114-2-231417-4-3	Hydrurga leptonyx	urn:lsid:marinespecies.org:taxname:231417	0	individual
114-2-195932-1-1	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	3	individuals
114-2-195932-1-2	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	individuals
114-2-195932-1-3	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	2	individuals
114-2-195932-2-1	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	individual
114-2-195932-2-2	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	individual
114-2-195932-2-3	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	5	individuals
114-2-195932-3-3	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	individual
114-2-195932-4-1	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	individual
114-2-195932-4-2	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	individual
114-2-195932-4-3	Leptonychotes weddellii	urn:lsid:marinespecies.org:taxname:195932	0	individual
115-1-344008-1-1	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
115-1-344008-1-2	Lobodon carcinophaga	urn:lsid:marinespecies.org:taxname:231416	0	individual
